City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Laguna,US,38.421,-121.4238,66.49,36,0,3.44,clear sky
1,Hirara,JP,24.8,125.2833,75.47,94,20,3.44,few clouds
2,San Andres,CO,12.5847,-81.7006,80.62,89,75,10.36,broken clouds
3,Qaanaaq,GL,77.484,-69.3632,-16.98,74,3,7.72,clear sky
4,Windhoek,NA,-22.5594,17.0832,69.42,45,32,4.61,scattered clouds
5,Cidreira,BR,-30.1811,-50.2056,67.03,81,89,8.23,overcast clouds
6,Talnakh,RU,69.4865,88.3972,-2.79,95,100,22.03,light snow
7,Khandbari,NP,27.3747,87.2039,52.95,74,14,3.49,few clouds
8,Bluff,NZ,-46.6,168.3333,58.8,86,100,9.86,overcast clouds
9,Jamestown,US,42.097,-79.2353,31.59,78,100,9.22,mist
10,Kodiak,US,57.79,-152.4072,42.31,93,100,10.36,mist
11,Boquim,BR,-11.1469,-37.6206,71.67,92,17,5.66,few clouds
12,Puerto Ayacucho,VE,5.6639,-67.6236,74.97,92,100,3.18,overcast clouds
13,Victoria,HK,22.2855,114.1577,75.38,87,0,5.01,clear sky
14,Ostrovnoy,RU,68.0531,39.5131,37.6,73,100,13.98,overcast clouds
15,Port Elizabeth,ZA,-33.918,25.5701,63.1,94,75,3.44,broken clouds
16,Hobart,AU,-42.8794,147.3294,64.06,63,40,5.75,scattered clouds
17,Rikitea,PF,-23.1203,-134.9692,71.87,86,100,9.01,light rain
18,Bay City,US,43.5945,-83.8889,30.52,89,100,13.8,mist
19,Vaini,TO,-21.2,-175.2,82.56,74,20,13.8,few clouds
20,Nome,US,64.5011,-165.4064,35.67,93,100,14.97,light rain
21,Atuona,PF,-9.8,-139.0333,78.17,74,67,14.61,broken clouds
22,Guangshui,CN,31.6199,113.9978,54.01,86,63,4.94,broken clouds
23,Ancud,CL,-41.8697,-73.8203,54.66,97,100,4.63,overcast clouds
24,Mar Del Plata,AR,-38.0023,-57.5575,60.82,87,0,15.99,clear sky
25,Ribeira Grande,PT,38.5167,-28.7,58.77,67,17,7.0,few clouds
26,Faya,SA,18.3851,42.4509,57.31,72,1,1.59,clear sky
27,Richards Bay,ZA,-28.783,32.0377,71.64,95,100,2.17,light rain
28,Asau,RO,46.4333,26.4,33.28,86,86,4.76,overcast clouds
29,Juneau,US,58.3019,-134.4197,37.22,100,40,0.0,scattered clouds
30,Katsuura,JP,35.1333,140.3,50.02,68,99,10.85,overcast clouds
31,Severobaykalsk,RU,55.65,109.3167,23.86,66,100,13.13,overcast clouds
32,Kapaa,US,22.0752,-159.319,82.72,72,40,14.97,scattered clouds
33,Filadelfia,US,39.9523,-75.1638,40.01,57,40,11.5,scattered clouds
34,Butaritari,KI,3.0707,172.7902,80.64,76,65,14.07,broken clouds
35,San Patricio,US,28.017,-97.5169,55.83,55,100,7.0,overcast clouds
36,Punta Arenas,CL,-53.15,-70.9167,53.71,43,20,27.63,few clouds
37,Hermanus,ZA,-34.4187,19.2345,56.8,63,100,4.32,overcast clouds
38,Challapata,BO,-18.9,-66.7667,54.64,43,68,18.79,broken clouds
39,Naron,ES,43.5167,-8.1528,53.67,81,31,6.98,scattered clouds
40,Isangel,VU,-19.55,169.2667,86.11,84,75,5.75,broken clouds
41,Ushuaia,AR,-54.8,-68.3,51.46,46,40,13.8,scattered clouds
42,Puerto Ayora,EC,-0.7393,-90.3518,69.55,89,77,5.01,broken clouds
43,Nsanje,MW,-16.92,35.262,70.43,74,0,3.36,clear sky
44,Tabou,CI,4.423,-7.3528,78.13,83,23,6.98,light rain
45,Itapirapua,BR,-15.8233,-50.6133,85.15,30,41,1.81,scattered clouds
46,Florence,IT,43.7667,11.25,59.34,98,40,3.44,light rain
47,Kamenka,RU,51.3223,42.7678,35.4,100,100,5.14,overcast clouds
48,Tasiilaq,GL,65.6145,-37.6368,33.96,77,88,5.12,overcast clouds
49,Fare,PF,-16.7,-151.0167,79.81,73,26,4.38,light rain
50,Vung Tau,VN,10.346,107.0843,78.94,85,100,7.74,overcast clouds
51,Tiksi,RU,71.6872,128.8694,-4.27,96,100,6.82,overcast clouds
52,Port Lincoln,AU,-34.7333,135.8667,66.85,50,100,16.73,moderate rain
53,Dikson,RU,73.5069,80.5464,2.03,95,100,18.77,light snow
54,Thompson,CA,55.7435,-97.8558,3.36,78,75,10.36,broken clouds
55,Broken Hill,AU,-31.95,141.4333,68.83,28,62,12.59,broken clouds
56,Tuatapere,NZ,-46.1333,167.6833,55.26,93,100,3.65,overcast clouds
57,East London,ZA,-33.0153,27.9116,66.56,88,100,1.95,light rain
58,Shubarshi,KZ,48.5872,57.1869,29.75,73,100,14.79,overcast clouds
59,Bredasdorp,ZA,-34.5322,20.0403,59.43,63,100,0.69,overcast clouds
60,Mataura,NZ,-46.1927,168.8643,58.48,68,100,2.42,overcast clouds
61,Erzin,TR,36.9559,36.2,60.13,86,99,2.21,overcast clouds
62,Avarua,CK,-21.2078,-159.775,77.05,83,75,14.97,broken clouds
63,Tuktoyaktuk,CA,69.4541,-133.0374,24.8,74,75,11.5,broken clouds
64,Norman Wells,CA,65.282,-126.8329,-0.36,85,40,3.44,scattered clouds
65,Longyearbyen,SJ,78.2186,15.6401,24.64,80,75,8.05,broken clouds
66,Achinsk,RU,56.2694,90.4993,15.4,93,100,4.54,light snow
67,Hilo,US,19.7297,-155.09,84.25,75,0,13.8,clear sky
68,Hammerfest,NO,70.6634,23.6821,30.65,100,0,3.44,clear sky
69,Mahebourg,MU,-20.4081,57.7,68.25,88,20,6.91,few clouds
70,Magnolia,US,33.2671,-93.2393,44.29,60,0,0.63,clear sky
71,Salalah,OM,17.0151,54.0924,77.09,78,20,4.61,few clouds
72,Cayenne,GF,4.9333,-52.3333,78.84,83,0,3.44,clear sky
73,Castro,BR,-24.7911,-50.0119,55.83,64,1,6.35,clear sky
74,Nikolskoye,RU,59.7035,30.7861,28.29,86,10,5.66,clear sky
75,Clyde River,CA,70.4692,-68.5914,-3.77,84,100,10.36,overcast clouds
76,Sandwick,GB,60.0,-1.25,46.22,76,75,31.07,broken clouds
77,Chokurdakh,RU,70.6333,147.9167,-11.02,97,99,5.28,overcast clouds
78,Poum,NC,-20.2333,164.0167,78.21,72,83,10.2,broken clouds
79,Gornozavodsk,RU,58.3758,58.3211,2.17,97,6,1.45,clear sky
80,Plouzane,FR,48.3833,-4.6167,50.32,84,20,13.8,few clouds
81,Port Alfred,ZA,-33.5906,26.891,63.18,94,100,6.82,overcast clouds
82,Damphu,BT,27.0721,90.1096,51.13,86,12,5.12,few clouds
83,Douentza,ML,14.9951,-2.9517,72.57,19,59,4.05,broken clouds
84,Yellowknife,CA,62.456,-114.3525,16.32,73,75,9.22,broken clouds
85,Tiznit,MA,29.5833,-9.5,59.31,75,48,1.61,scattered clouds
86,Cicuco,CO,9.2631,-74.6569,77.58,91,97,5.93,overcast clouds
87,Torbay,CA,47.6666,-52.7314,45.57,85,75,29.93,broken clouds
88,Severo-Kurilsk,RU,50.6789,156.125,34.9,67,100,15.17,overcast clouds
89,Hithadhoo,MV,-0.6,73.0833,81.19,74,38,13.53,scattered clouds
90,Chocope,PE,-7.7914,-79.2217,61.65,81,59,8.05,broken clouds
91,Quepos,CR,9.4236,-84.1652,78.26,88,57,2.28,broken clouds
92,Paramonga,PE,-10.6667,-77.8333,64.56,85,58,7.96,broken clouds
93,Boyolangu,ID,-8.1181,111.8935,74.62,91,100,2.66,overcast clouds
94,Bambous Virieux,MU,-20.3428,57.7575,68.22,88,20,6.91,few clouds
95,Nalut,LY,30.3333,10.85,61.99,46,16,9.55,few clouds
96,Xai-Xai,MZ,-25.0519,33.6442,72.64,73,5,8.37,clear sky
97,Bengkulu,ID,-3.8004,102.2655,76.44,85,97,6.08,overcast clouds
98,Cherskiy,RU,68.75,161.3,-20.16,100,100,7.0,overcast clouds
99,Margate,GB,51.3813,1.3862,46.87,82,100,5.99,overcast clouds
100,Cabo San Lucas,MX,22.8909,-109.9124,78.1,64,20,10.36,few clouds
101,Inhambane,MZ,-23.865,35.3833,73.98,73,9,7.16,clear sky
102,Lompoc,US,34.6391,-120.4579,71.74,45,0,13.8,clear sky
103,Mount Gambier,AU,-37.8333,140.7667,65.88,50,3,8.5,clear sky
104,Lavrentiya,RU,65.5833,-171.0,34.9,98,100,21.16,light snow
105,Kiama,AU,-34.6833,150.8667,67.37,58,15,12.41,few clouds
106,Hami,CN,42.8,93.45,34.5,69,78,7.58,broken clouds
107,Yabassi,CM,4.457,9.9682,74.84,97,84,1.63,light rain
108,Albany,US,42.6001,-73.9662,35.46,59,40,1.99,scattered clouds
109,Ambilobe,MG,-13.2,49.05,71.44,90,12,3.29,few clouds
110,Kaitangata,NZ,-46.2817,169.8464,58.28,76,100,6.06,overcast clouds
111,Broome,US,42.2506,-75.833,32.9,75,100,10.36,overcast clouds
112,Kaoma,ZM,-14.7833,24.8,69.94,61,68,2.8,broken clouds
113,Mahajanga,MG,-15.7167,46.3167,73.42,78,40,3.44,scattered clouds
114,Dalvik,IS,65.9702,-18.5286,35.53,84,74,12.37,broken clouds
115,Narsaq,GL,60.9167,-46.05,21.42,91,100,2.33,light snow
116,Saint-Philippe,RE,-21.3585,55.7679,69.39,74,26,4.9,scattered clouds
117,Carutapera,BR,-1.195,-46.02,77.04,88,71,6.44,broken clouds
118,Buraydah,SA,26.326,43.975,66.65,66,100,14.63,overcast clouds
119,Busselton,AU,-33.65,115.3333,53.24,74,100,20.98,overcast clouds
120,Mehran,IR,33.1222,46.1646,62.24,65,0,7.83,clear sky
121,Aykhal,RU,66.0,111.5,-26.9,100,72,4.72,broken clouds
122,Ardahan,TR,41.1087,42.7022,29.26,84,45,2.57,scattered clouds
123,Srandakan,ID,-7.9386,110.2506,77.0,88,100,3.8,overcast clouds
124,Srednekolymsk,RU,67.45,153.6833,-22.22,95,87,11.52,overcast clouds
125,Adrar,MR,20.5022,-10.0711,69.44,16,0,8.43,clear sky
126,Edd,ER,13.9297,41.6925,82.26,38,0,15.86,clear sky
127,Grand Gaube,MU,-20.0064,57.6608,68.38,63,8,3.0,clear sky
128,Kalmunai,LK,7.4167,81.8167,71.1,84,100,10.27,overcast clouds
129,Anori,BR,-3.7728,-61.6442,76.93,89,97,3.56,light rain
130,Cairns,AU,-16.9167,145.7667,91.11,62,13,5.75,few clouds
131,Esperance,AU,-33.8667,121.9,58.46,62,68,13.15,broken clouds
132,Mandalgovi,MN,45.7625,106.2708,28.42,37,100,8.97,overcast clouds
133,Gamba,GA,-2.65,10.0,74.39,91,100,3.69,overcast clouds
134,Bowmore,US,34.9421,-79.3031,45.9,67,0,3.44,clear sky
135,Boa Vista,BR,2.8197,-60.6733,84.18,65,40,5.75,scattered clouds
136,Robertsport,LR,6.7533,-11.3686,79.34,79,78,2.95,broken clouds
137,Whitianga,NZ,-36.8333,175.7,67.91,74,90,11.03,overcast clouds
138,Arani,IN,12.6667,79.2833,66.34,72,100,5.77,overcast clouds
139,Kokopo,PG,-4.352,152.2633,84.18,67,95,5.5,overcast clouds
140,Brigantine,US,39.4101,-74.3646,41.0,57,20,12.66,few clouds
141,Kaka,TM,37.3482,59.6143,59.72,38,93,5.01,overcast clouds
142,Coquimbo,CL,-29.9533,-71.3436,60.53,82,20,11.5,few clouds
143,Wanaka,NZ,-44.7,169.15,63.27,72,80,5.88,light rain
144,Bethel,US,41.3712,-73.414,41.31,60,20,11.5,few clouds
145,Chuy,UY,-33.6971,-53.4616,65.61,65,94,4.09,overcast clouds
146,Ust-Nera,RU,64.5667,143.2,-25.82,99,79,4.63,broken clouds
147,Furstenwalde,DE,52.3667,14.0667,36.37,73,100,13.13,overcast clouds
148,Coruripe,BR,-10.1256,-36.1756,76.37,80,17,10.07,few clouds
149,Cape Town,ZA,-33.9258,18.4232,60.28,73,0,9.22,clear sky
150,Dicabisagan,PH,17.0818,122.4157,80.53,80,74,2.84,broken clouds
151,Mumford,GH,5.2618,-0.759,78.69,79,72,6.38,broken clouds
152,Anchorage,US,61.2181,-149.9003,37.56,75,40,6.91,scattered clouds
153,Zhigansk,RU,66.7697,123.3711,-9.58,98,100,10.22,overcast clouds
154,Barrow,US,71.2906,-156.7887,28.42,86,20,10.36,few clouds
155,Lepe,ES,37.2548,-7.2043,62.11,78,44,6.89,scattered clouds
156,Saskylakh,RU,71.9167,114.0833,-34.42,100,84,2.55,broken clouds
157,Porto Seguro,BR,-16.4497,-39.0647,73.92,94,100,4.61,light rain
158,Araouane,ML,18.9048,-3.5265,70.48,14,99,7.2,overcast clouds
159,San Cristobal,VE,7.7669,-72.225,73.58,97,73,2.1,broken clouds
160,Xinpu,CN,34.5997,119.1594,55.99,74,83,5.95,broken clouds
161,Rocha,UY,-34.4833,-54.3333,62.51,85,87,3.51,overcast clouds
162,Shiraz,IR,29.6036,52.5388,56.64,58,40,0.0,scattered clouds
163,Sandpoint,US,48.2766,-116.5533,35.04,33,0,16.11,clear sky
164,Antonina,BR,-25.4286,-48.7119,65.88,76,5,1.97,clear sky
165,Karpathos,GR,35.507,27.2132,67.96,83,52,11.5,broken clouds
166,Teguise,ES,29.0605,-13.564,64.62,83,20,3.44,few clouds
167,Saint Anthony,US,45.0205,-93.218,26.2,83,100,13.8,overcast clouds
168,Hasaki,JP,35.7333,140.8333,58.21,59,97,13.0,overcast clouds
169,Georgetown,MY,5.4112,100.3354,78.73,99,20,2.3,few clouds
170,Limbang,MY,4.75,115.0,77.11,92,87,3.91,overcast clouds
171,Sakakah,SA,29.9697,40.2064,56.77,52,2,3.83,clear sky
172,Raga,SS,8.4596,25.678,71.31,34,43,3.98,scattered clouds
173,Port Hardy,CA,50.6996,-127.4199,50.18,53,0,13.8,clear sky
174,Faanui,PF,-16.4833,-151.75,79.14,75,55,4.03,moderate rain
175,Rawson,AR,-43.3002,-65.1023,67.48,65,93,16.96,overcast clouds
176,Souillac,MU,-20.5167,57.5167,61.18,88,20,6.91,few clouds
177,Upernavik,GL,72.7868,-56.1549,10.53,73,100,4.99,overcast clouds
178,Portland,US,45.5234,-122.6762,48.78,53,0,26.46,clear sky
179,Isabela,PH,6.7085,121.9711,80.65,85,100,5.64,overcast clouds
180,Iqaluit,CA,63.7506,-68.5145,8.33,78,100,10.36,light snow
181,Joshimath,IN,30.5667,79.5667,45.61,19,0,8.75,clear sky
182,Toowoomba,AU,-27.55,151.9667,66.25,40,0,3.0,clear sky
183,Nuuk,GL,64.1835,-51.7216,23.61,80,75,15.01,broken clouds
184,Launceston,AU,-41.45,147.1667,63.61,60,5,3.44,clear sky
185,Guerrero Negro,MX,27.9769,-114.0611,71.1,34,0,11.21,clear sky
186,New Norfolk,AU,-42.7826,147.0587,63.72,58,8,1.01,clear sky
187,Berlevag,NO,70.8578,29.0864,39.15,81,100,2.3,overcast clouds
188,Fallon,US,39.4735,-118.7774,48.07,31,40,4.61,scattered clouds
189,Lubin,PL,51.4009,16.2015,35.71,84,95,10.09,overcast clouds
190,Imperia,IT,43.9667,7.7833,55.0,92,49,4.92,scattered clouds
191,Pacific Grove,US,36.6177,-121.9166,65.37,71,0,5.75,clear sky
192,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,74.08,40,0,7.67,clear sky
193,Lasa,IT,46.6166,10.7002,45.48,88,87,2.93,overcast clouds
194,Prince Rupert,CA,54.3161,-130.3201,51.49,39,0,14.97,clear sky
195,Oranjemund,NA,-28.55,16.4333,57.83,91,14,8.97,few clouds
196,Koulikoro,ML,14.0,-7.75,74.23,19,98,8.84,overcast clouds
197,Aborlan,PH,9.4352,118.5492,80.67,86,93,8.32,overcast clouds
198,Gat,IL,31.61,34.7642,61.39,65,4,6.49,clear sky
199,Kamaishi,JP,39.2667,141.8833,46.8,46,0,1.12,clear sky
200,Elko,US,41.0002,-115.5012,27.23,65,68,3.0,broken clouds
201,Sangin,AF,32.0728,64.8359,55.83,22,77,3.58,broken clouds
202,Paraiso,CR,9.8383,-83.8656,70.66,97,75,3.94,broken clouds
203,Lahij,YE,13.1667,44.5833,70.21,79,19,4.25,few clouds
204,Molina,CL,-35.1167,-71.2833,78.53,41,14,10.36,few clouds
205,Palembang,ID,-2.9167,104.7458,77.09,94,20,3.44,light rain
206,Sambava,MG,-14.2667,50.1667,72.07,91,37,3.2,light rain
207,Brookhaven,US,31.5791,-90.4407,46.06,54,7,5.1,clear sky
208,Ocos,GT,14.5094,-92.1933,82.11,75,21,5.61,few clouds
209,Christchurch,NZ,-43.5333,172.6333,60.33,90,100,11.5,overcast clouds
210,Kattivakkam,IN,13.2167,80.3167,73.49,74,94,11.56,overcast clouds
211,Cockburn Town,TC,21.4612,-71.1419,81.81,75,8,18.75,clear sky
212,Hobyo,SO,5.3505,48.5268,80.35,75,53,12.19,broken clouds
213,Tra Vinh,VN,9.9347,106.3453,79.14,87,95,6.29,overcast clouds
214,Te Anau,NZ,-45.4167,167.7167,57.27,85,100,1.86,overcast clouds
215,Eyl,SO,7.9803,49.8164,74.89,77,1,9.48,clear sky
216,Vulcan,RO,45.3833,23.2667,41.04,79,48,2.77,scattered clouds
217,Provideniya,RU,64.3833,-173.3,33.91,93,100,15.99,fog
218,Chumphon,TH,10.3333,98.8333,70.99,96,100,0.31,overcast clouds
219,Waipawa,NZ,-41.4122,175.5153,63.3,82,35,8.99,scattered clouds
220,Sovetskiy,RU,61.3614,63.5842,1.72,89,48,6.49,scattered clouds
221,Ouargaye,BF,11.5033,0.0572,75.81,23,70,8.52,broken clouds
222,Bereda,ES,43.2686,-7.5406,49.41,100,94,2.53,overcast clouds
223,Esna,EG,25.2934,32.554,64.42,47,100,8.14,overcast clouds
224,Manta,EC,-0.95,-80.7333,74.98,69,0,13.8,clear sky
225,Genhe,CN,50.7833,121.5167,2.66,100,97,1.63,overcast clouds
226,Turukhansk,RU,65.8167,87.9833,3.51,92,100,23.06,overcast clouds
227,Naze,JP,28.3667,129.4833,68.92,85,52,4.27,broken clouds
228,San Buenaventura,MX,27.0833,-101.5333,57.47,46,0,7.18,clear sky
229,Muisne,EC,0.6,-80.0333,74.26,83,100,10.33,overcast clouds
230,Banda Aceh,ID,5.5577,95.3222,78.57,77,100,9.8,overcast clouds
231,Hambantota,LK,6.1241,81.1185,76.82,81,93,2.04,overcast clouds
232,Atamanskaya,RU,46.1773,39.6358,53.91,72,100,29.3,light rain
233,Tocopilla,CL,-22.092,-70.1979,65.89,72,24,5.79,few clouds
234,Tautira,PF,-17.7333,-149.15,76.87,84,65,7.49,broken clouds
235,Krems,AT,48.4092,15.6142,45.82,95,62,2.28,broken clouds
236,Bandarbeyla,SO,9.4942,50.8122,76.93,74,5,12.62,clear sky
237,Sur,OM,22.5667,59.5289,74.26,69,4,7.58,clear sky
238,Mildura,AU,-34.2,142.15,70.07,54,11,10.63,few clouds
239,Akyab,MM,20.15,92.9,72.54,70,51,7.49,broken clouds
240,Klaksvik,FO,62.2266,-6.589,47.32,81,100,34.81,light rain
241,Wasilla,US,61.5814,-149.4394,37.36,74,0,0.0,clear sky
242,Monrovia,LR,6.3005,-10.7969,77.94,83,80,2.42,broken clouds
243,Ziway,ET,7.9333,38.7167,61.57,51,2,8.1,clear sky
244,Turan,VN,16.0678,108.2208,78.78,89,40,2.3,scattered clouds
245,Bundaberg,AU,-24.85,152.35,76.21,51,0,3.0,clear sky
246,Kavaratti,IN,10.5669,72.642,81.73,71,7,8.5,clear sky
247,Komsomolskiy,UZ,40.4272,71.7189,39.92,81,100,4.61,overcast clouds
248,Maldonado,UY,-34.6667,-54.9167,69.22,80,91,4.61,overcast clouds
249,Yenagoa,NG,4.9247,6.2642,75.07,91,74,4.23,broken clouds
250,Hvolsvollur,IS,63.7533,-20.2243,41.25,84,45,5.88,scattered clouds
251,Stornoway,GB,58.2093,-6.3865,46.92,88,20,11.5,few clouds
252,Codrington,AU,-38.2667,141.9667,61.41,64,5,11.01,clear sky
253,Meulaboh,ID,4.1363,96.1285,75.2,87,100,3.67,overcast clouds
254,Ballina,AU,-28.8667,153.5667,70.79,65,2,6.96,clear sky
255,Lagoa,PT,39.05,-27.9833,60.55,56,15,8.75,few clouds
256,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.49,78,30,14.72,scattered clouds
257,Banyo,CM,6.75,11.8167,66.15,51,47,3.56,scattered clouds
258,Sao Filipe,CV,14.8961,-24.4956,78.93,73,100,2.42,overcast clouds
259,Shache,CN,38.4167,77.2406,37.51,24,48,4.47,scattered clouds
260,Stokmarknes,NO,68.5646,14.9108,30.18,80,78,4.61,broken clouds
261,Kavieng,PG,-2.5744,150.7967,83.84,68,100,11.18,overcast clouds
262,Demyanovo,RU,60.3511,47.0842,12.51,95,39,4.34,scattered clouds
263,Saldanha,ZA,-33.0117,17.9442,55.45,70,100,16.35,overcast clouds
264,Novyy Urgal,RU,51.0736,132.5642,16.3,85,100,0.85,overcast clouds
265,Jardim,BR,-21.4803,-56.1381,72.27,58,0,5.97,clear sky
266,Sitka,US,57.0531,-135.33,44.49,70,20,4.61,few clouds
267,Champerico,GT,14.3,-91.9167,88.34,77,12,7.11,few clouds
268,Corinth,GR,37.9407,22.9573,68.9,72,97,5.19,overcast clouds
269,Carnarvon,AU,-24.8667,113.6333,65.44,61,100,18.19,overcast clouds
270,Polunochnoye,RU,60.8697,60.4153,-8.23,93,9,3.85,clear sky
271,Harper,LR,4.375,-7.7169,78.06,83,15,6.58,few clouds
272,Koson,UZ,39.0375,65.585,53.92,26,100,7.47,overcast clouds
273,Vardo,NO,70.3705,31.1107,39.18,81,100,10.36,overcast clouds
274,Nizhniy Tsasuchey,RU,50.5167,115.1333,17.2,91,96,6.53,overcast clouds
275,Sawakin,SD,19.1059,37.3321,82.49,70,3,7.52,clear sky
276,Comodoro Rivadavia,AR,-45.8667,-67.5,76.86,27,0,18.41,clear sky
277,Shirokiy,RU,49.758,129.523,22.71,95,100,1.83,light snow
278,Lloydminster,CA,53.2835,-110.0016,8.82,66,75,13.8,broken clouds
279,Mayo,US,38.8876,-76.5119,40.14,61,0,13.8,clear sky
280,Ipixuna,BR,-1.7625,-48.8043,77.72,86,56,5.46,broken clouds
281,Mesetas,CO,3.3846,-74.0442,71.17,96,79,3.06,broken clouds
282,Montijo,PT,38.7067,-8.9739,61.57,86,40,9.22,scattered clouds
283,Deqing,CN,30.5448,119.9599,61.95,96,100,2.04,overcast clouds
284,Gushi,CN,34.6425,109.5843,52.52,63,97,2.64,overcast clouds
285,Karratha,AU,-20.7377,116.8463,72.18,46,0,16.49,clear sky
286,Vagur,FO,61.4732,-6.8119,46.71,77,100,33.84,overcast clouds
287,Kristiansund,NO,63.1115,7.732,44.65,24,70,9.22,broken clouds
288,Kachiry,KZ,53.0675,76.1036,10.54,94,68,4.23,broken clouds
289,Khatanga,RU,71.9667,102.5,-21.75,89,100,9.17,overcast clouds
290,Paita,PE,-5.0892,-81.1144,64.38,86,69,16.31,broken clouds
291,Antigonish,CA,45.6169,-61.9986,38.14,85,71,8.99,broken clouds
292,Sabang,ID,5.8933,95.3214,81.57,74,99,16.71,light rain
293,Praya,CV,14.9215,-23.5087,77.54,73,20,8.05,few clouds
294,Oksfjord,NO,70.2396,22.3479,37.58,43,33,9.48,scattered clouds
295,Baykit,RU,61.67,96.37,-25.24,100,59,1.9,broken clouds
296,Flinders,AU,-34.5833,150.8552,67.17,57,3,4.0,clear sky
297,Geraldton,AU,-28.7667,114.6,61.21,77,75,19.57,broken clouds
298,Leningradskiy,RU,69.3833,178.4167,6.98,96,100,14.29,snow
299,Manaure,CO,11.7751,-72.4445,81.05,80,85,13.91,overcast clouds
300,Utete,TZ,-7.986,38.758,71.49,96,70,1.45,broken clouds
301,Egvekinot,RU,66.3167,-179.1667,28.08,99,100,4.03,snow
302,Half Moon Bay,US,37.4636,-122.4286,66.22,51,75,5.75,broken clouds
303,Moerai,PF,-22.4333,-151.3333,72.97,68,74,10.29,broken clouds
304,Assiniboia,CA,49.6334,-105.9845,4.82,85,91,13.8,overcast clouds
305,Quatre Cocos,MU,-20.2078,57.7625,68.09,63,20,4.54,few clouds
306,Dunedin,NZ,-45.8742,170.5036,60.8,74,100,4.0,overcast clouds
307,Ingleside,US,27.8778,-97.2117,55.98,100,0,11.5,clear sky
308,Touros,BR,-5.1989,-35.4608,78.57,73,31,14.29,scattered clouds
309,Choya,RU,52.0108,86.5467,23.81,89,100,1.86,overcast clouds
310,Saint-Augustin,CA,51.226,-58.6502,29.17,96,100,18.97,snow
311,Lebu,CL,-37.6167,-73.65,58.12,91,100,8.72,overcast clouds
312,Vila,PT,42.0304,-8.1588,42.69,94,81,2.77,broken clouds
313,Novoagansk,RU,61.9449,76.6625,3.67,77,99,17.9,overcast clouds
314,Rio Grande,BR,-32.035,-52.0986,66.31,66,63,7.52,broken clouds
315,Omsukchan,RU,62.5333,155.8,-14.62,98,100,5.64,overcast clouds
316,Alice Springs,AU,-23.7,133.8833,74.75,60,100,12.66,overcast clouds
317,Makambako,TZ,-8.8453,34.823,59.25,90,93,8.08,light rain
318,Kismayo,SO,-0.3582,42.5454,78.67,82,98,8.28,light rain
319,Kjollefjord,NO,70.9457,27.3465,39.25,100,75,2.3,light intensity drizzle
320,Lorengau,PG,-2.0226,147.2712,85.01,66,100,6.82,overcast clouds
321,Mahibadhoo,MV,3.7833,72.9667,81.59,74,93,16.08,overcast clouds
322,Walvis Bay,NA,-22.9575,14.5053,63.55,77,70,2.3,broken clouds
323,Selinia,GR,37.9336,23.5336,66.79,85,20,1.14,few clouds
324,Atambua,ID,-9.1061,124.8925,83.14,65,82,0.89,broken clouds
325,Ponta Delgada,PT,37.7333,-25.6667,59.5,72,20,6.91,few clouds
326,San Quintin,MX,30.4833,-115.95,65.3,35,93,6.98,overcast clouds
327,Winslow,US,35.0242,-110.6974,48.38,18,0,3.44,clear sky
328,Mount Isa,AU,-20.7333,139.5,83.97,23,20,10.36,few clouds
329,Kununurra,AU,-15.7667,128.7333,87.78,66,4,3.44,clear sky
330,Xuchang,CN,34.0167,113.8167,55.56,77,99,4.56,overcast clouds
